text,outcome
"Punjab’s Golden Temple Bearing PPEs, Ventilators’ Cost? Fake News!",fake
"No, Ratan Tata Did Not Say ‘Economy Will Bounce Back’ After Corona",fake
Old Video Shared as Man Killing Self After Losing Kin to COVID-19,fake
Video of Mock Drill by UP Police Shared With a ‘Corona Jihad’ Spin,fake
"No, WHO Has Not Released a Global Lockdown Timeline For COVID-19",fake
Video of Man 'Spitting on Food’ Does Not Show 'Corona Jihad',fake
Possible Cures & False Advisories: Fake News in Times of COVID-19,fake
Unverified Message Claims Israel Has Found the Cure For COVID-19,fake
"Bodies of COVID-19 Victims Being Dumped in Italy? No, a Film Scene",fake
COVID-19 Strain Less Virulent in India? Experts Deny Swamy’s Claim,fake
"4G Internet Being Restored in Jammu? No, the Order Is Fake",fake
Film Scene Shared as Mass Graves in Italy Due to COVID-19 Deaths,fake
Justin Trudeau’s Wife Releases Video Warning Against COVID-19? No!,fake
FIT WebQoof: Will 14 Hr Janta Curfew Make India COVID-19 ‘Safe’?,fake
Govt Spraying Medicine in the Air to Kill COVID-19? It’s Fake!,fake
"No, Amitabh Bachchan Did Not Say He Has Been Home Quarantined",fake
Muslims Rejoicing the Quran Ban Being Lifted in China? Fake Alert!,fake
COVID-19: Morphed Image Used to Claim ‘Wilson’ Gifted to Tom Hanks,fake
FIT WebQoof: Will You Get COVID-19 From Chinese Products on Holi?,fake
"MythBusters: No, Eating Spicy Food Will Not Give You Coronavirus",fake
"China Govt Killing Pigs Over Fear of Coronavirus? No, Video is Old",fake
Facts Twisted to Link Bill & Melinda Gates to Coronavirus Outbreak,fake
"Ramdev Infected With Coronavirus? No, Image Is Old & Unrelated",fake
Says the coronavirus has a “99.9% recovery rate” in Texas.,fake
“Herd immunity has been reached.”,fake
“3.8% of Wisconsin’s coronavirus funding has been spent.”,real
Photo shows Bill Clinton among others not wearing a mask at John Lewis’ funeral.,fake
"“Mark Kelly criticized the (Paycheck Protection Program), then turned around and took money for his own multi-million dollar company.”",fake
Children are “almost immune from this disease.”,fake
There’s a “direct correlation” between North Carolina’s mask requirement and COVID-19 stabilization.,real
"“There have been five randomized controlled, placebo controlled trials that do not show any benefit to hydroxychloroquine.”",real
“At John Lewis funeral Obama told a room full of people that rooms full of people is too dangerous so we must mail in vote.”,fake
“Five veterinary labs have their CLIA certification to officially test human patients. There are a lot of labs who are doing surveillance testing that don't need the CLIA certification.”,real
"Says Bill Gates said, “We need to develop a digital certificate that shows who has received all the vaccinations. Only those with all the required vaccinations may travel, visit churches, participate in sports and music events, get a job, etc.”",fake
A photo shows a large crowd in Berlin protesting the “covid hoax.”,fake
"“You know what’s in this bill? No medical malpractice suits until 2024, even if they’re not COVID related.”",fake
A study from the CDC and the WHO “proves face masks do not prevent the spread of a virus.”,fake
"Says Herman Cain died of cancer, not COVID-19.",fake
"“Mississippi got 10,145 warrants for unemployment fraud!!”",fake
“Florida is doing over five times better” than New Jersey and New York in COVID-19 deaths per million people.,fake
Says Donald Trump was caught on a hot mic insulting his supporters.,fake
A common cold can cause a positive COVID-19 test.,fake
"Say Wisconsin Republican lawmakers have done nothing ""while neighboring states like Minnesota, Illinois and Michigan have already implemented safety precautions like requiring individuals to wear masks.""",real
"Says he opposes statewide mask order because it would require him to “wear a mask in my house, or walking my dog.”",fake
Says wearing masks has been “proven ineffective.”,fake
"“If you have worked during the COVID-19 pandemic, the Department of Labor has finally authorized up to $4,800 in hazard pay for qualified essential workers.”",fake
“American coronavirus vaccine killed five Ukrainians.”,fake
"Says 1 in 5 Texans did not have health insurance coverage before the pandemic, and now “nearly 1 in 3 Texans under the age of 65 don’t have access to health care insurance.”",real
“Local governments are making these (COVID-19) decisions on inaccurate data because the negatives are not being entered … across the state of Wisconsin.”,real
Says the NIH “15 years ago published a study on chloroquine. It is effective against COVID-(1).”,fake
"Social media posts claim the U.S. Postal Service “says you should give mail in ballots at least 14 days roundtrip. So, if you plan to vote by mail, election day isn’t November 3. It’s October 20th.”",real
"“This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You don’t need (a) mask. There is a cure.”",fake
"The CDC said it “made a mistake” and reduced its count of Florida COVID-19 cases from 90,000 to 11,000.",fake
"“Under the leadership of @WVGovernor Justice, West Virginia now has the highest rate of COVID-19 spread from person to person than any other state.”",fake
The Trump administration has had “zero unfulfilled equipment and supply requests from state governors.”,fake
Says Sen. Thom Tillis “doesn’t think restaurant workers should have to wash their hands.”,fake
"Quotes Anthony Fauci as writing, “I reject the notion that it’s ‘just a virus’ and we’ll all get it eventually. What a careless, lazy, heartless stance.”",fake
"“Taxpayers spent $70,000,000 to develop this drug ( remdesivir).""",real
"“I, all the way back in January, warned (President Trump that) this pandemic was coming. I talked about what we needed to do.”",real
"Quotes President Donald Trump as saying, “Everybody says I’ve done a tremendous job with COVID… I think a little gratitude would be nice. Maybe a big ‘Thank you Mr. President’ is called for.”",fake
“We have one of the lowest mortality rates in the world” from COVID-19.,fake
Says Joe Biden has said 150 million Americans died from guns and another 120 million from COVID-19,real
If you maintain social distancing indoors “there's no reason to have an additional mask on top of that.”,fake
"Opening the schools “is a local determination, but it’s not a state determination.”",fake
“Cal Cunningham criticized (the Paycheck Protection Program) while his company benefitted.”,real
"“You must apply to get your second stimulus check! I’ve already filed for mine and will be receiving $2,000 a month for the rest of the year.”",fake
“All the books” have been removed from the classrooms of a Minnesota middle school because administrators “claim that the books cannot be cleaned.”,fake
"Photo shows “Dr. Fauci, Melinda Gates and Barack Obama at the Wuhan Lab in 2015.”",fake
New study: The flu vaccine is 'significantly associated' with an increased risk of coronavirus,fake
"Wrong COVID-19 case count by Orlando Health ""explains the 'outbreak' in Florida.""",fake
"“Kids are less likely to get it (COVID-19). You know, they’re less likely to spread. So I think there’s some pretty good data out there that will help alleviate some of the concerns.”",real
"Says FEMA is giving essential workers $1,000.",fake
“The Supreme Court ruled today NO VOTING BY MAIL !!!”,fake
"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",fake
“No other country” is having a “second wave” of COVID-19 “because they are not trying to unseat a President in November.”,fake
Quotes Dr. Denis Mukwege as saying he resigned from the Congolese coronavirus response team because he was ordered to fabricate COVID-19 case and death numbers.,fake
"“To children and the vast majority of young and middle-aged adults and the vast majority of teachers, (the coronavirus) poses virtually zero threat.""",fake
"Says COVID-19 testing could be done with mouth swabs, so maybe deeper swabbing is “implanting something.”",fake
Lists eight wealthy politicians and public figures who “got millions (or close to it) in PPP loans.”,real
“The CDC may have to stop calling COVID-19 an ‘epidemic’ due to a remarkably low death rate.”,fake
“There is no science or data to suggest that kids are at risk from COVID.”,fake
"“New Zealand let health experts” rather than politicians make decisions about how to deal with COVID-19, “and as of today they have zero COVID cases.”",real
Wearing mask causing fungal infection,fake
Says BBC prematurely reported “Ghislaine Maxwell moved to intensive care as coronavirus symptoms worsen.”,fake
A study “showed that over 1 million people in North Carolina have now been exposed to the virus.”,fake
"“The CDC tried to develop clear guidelines about what the stages of re-opening should look like — the administration delayed and scaled them back.""",real
"Donald Trump used farmers’ struggles “to push through a multi-billion dollar bailout program that was nothing more than a handout for large agricultural companies.""",fake
"COVID-19’s “contagion probability” between two people is 70% if the carrier is not masked, 5% if the carrier is masked, and 1.5% if both parties are.",fake
“Four kids who took the coronavirus vaccine died immediately.”,fake
Says Gov. Tony Evers “removed the American flag from the Capitol building”,fake
"If you are licensed to carry a concealed weapon, wearing a face covering for coronavirus ""removes your conceal carry ability.""",fake
"Says Sarah Huckabee Sanders tweeted, “It’s ‘odd’ that the ANTIFA insurgency happened just as COVID-19 loses steam It’s ‘odd’ that COVID-19 happened the moment impeachment failed. It’s ‘odd’ that impeachment happened the moment Russian hoax failed. The Russian hoax happened because Hillary lost? Notice the pattern?”",fake
"In North Carolina, “you can be charged with a class H felony for wearing a mask and concealed carrying.”",fake
A “face mask exempt card” allows you to cite the ADA and not wear a mask.,fake
Hays County in Central Texas has seen an “incredible 845% increase in (COVID-19) cases since June 7.”,real
Google and Apple “put a covid tracker on every phone.”,real
“OSHA says masks don't work” to reduce COVID-19 transmission “and violate OSHA oxygen levels.”,fake
North Carolina is one of four states that hasn't opened gyms.,real
"As of June 23, the COVID-19 death rate is “way down.”",real
COVID-19 cases are “up only because of our big number testing.”,fake
"Says President Trump said coronavirus testing makes the U.S. look bad, ""so I said to my people, ‘Slow the testing down.’""",real
Gov. Gavin Newsom “has no legal authority” to make wearing face coverings mandatory in California.,fake
"Says Alexandria Ocasio-Cortez tweeted, “It’s vital that Governors maintain restrictions on businesses until after the November Elections because economic recovery will help Trump be re-elected. A few business closures or job losses is a small price to pay to be free from his presidency. #KeepUsClosed.”",fake
"“Joe Biden and the Democrats want to prosecute Americans for going to church, but not for burning a church.”",fake
"“Six months before the COVID ‘plandemic,’ Bill Gates had negotiated a $100 billion contact tracing deal with (the) Democratic congressman sponsor of bill.”",fake
Significantly more people died of Covid-19 in two months than died of overdoses all of last year or the year before.,real
"“If we stopped testing right now, we'd have very few cases, if any.”",fake
"There are state workers who are ""idle"" at home during the coronavirus pandemic.",real
Says news stories referencing 322 and COVID-19 are proof cases are being “synchronized”,fake
"In COVID-19 crisis, “only 20% of African Americans had jobs where they could work from home.”",real
“The CDC just confirmed a 0.2% death-rate for COVID19.”,fake
"In a very real sense, (Oklahoma has) flattened the curve. ... The number of cases in Oklahoma — it's declined precipitously.",fake
“FREE HORSES!!!! 52 thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID-19 and his son wants nothing to do with them.”,fake
“George Floyd’s ‘murder’ filmed before COVID-19.”,fake
"“Corona Virus claims a black belt. Chuck Norris, Dead at 80.”",fake
"“N95 masks block few, if any” COVID-19 particles due to their size.",fake
“Why did the state do that with COVID patients in nursing homes? It’s because the state followed President Trump’s CDC guidance.”,fake
"Wearing masks for the coronavirus “decreases oxygen intake, increases toxin inhalation, shuts down immune system, increases virus risk, scientifically inaccurate, effectiveness not studied.”",fake
"“Infection rates in Allegany, Cattaraugus and Chautauqua counties have consistently been among the lowest in the state.”",real
The World Health Organization “now admits that asymptomatic transmission of COVID-19 is very rare.”,real
“How many of you are aware that the female governor of Michigan is the niece of George Soros?”,fake
"In voting by mail, “hundreds of thousands of ballots have been rejected for defects and millions more end up missing or in landfills.”",fake
“Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.”,real
“She’s just casually carrying a body with 1 hand..? Sure.. More evidence of coronavirus being a complete hoax with props & street theater.”,fake
“You see suicide rates are skyrocketing now…”,fake
"“According to the CDC, so far this year, Florida has had 1,762 deaths from COVID-19 and 5,185 from pneumonia. Average pneumonia deaths in Florida from 2013-2018 for the same time period are 918.”",fake
Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.,fake
"“The new Dane County lockdown policy… (has) effectively killed Badger football, hockey, and basketball for 2020.”",fake
“Two-thirds of Americans disapprove of Donald Trump not wearing a face mask in public.”,real
Says President Donald Trump “took more than a month to allocate Congress’ emergency funding to tribes — and only did so after tribes sued.”,real
"“With retail, people are moving around and you don’t have as much a chance to spread the virus (as you do) when people are sitting or standing indoors” for long periods of time.",real
The Trump Administration is trying to take food assistance away from Wisconsin families when people are out of work and struggling.,real
"“For the World Health Organization, the international entity whose sole responsibility it is to alert the world of global pandemics like this, to miss this, is a huge problem.”",fake
Says researchers found a “fabric that kills coronaviruses”,real
Michigan governor reopened Traverse City “so she could have her daughter's open house.”,fake
"Says Ohio Gov. Mike DeWine released 4,300 prisoners and is now warning residents of a possible crime wave.",fake
"Says President Donald Trump is trying to make $451 billion in Medicare cuts ""in the middle of a deadly pandemic.""",fake
"“We’re down near the low end of per capita deaths ... Most places are at 60 deaths per 100,000. We're at 29.”",fake
“This is what Bill Gates and George Soros want to do… secretly stick you with a chip while testing you for the coronavirus... the Dems have a bill on the House floor ready to vote on it to require this.”,fake
"Says the state “health secretary says don't go to hospitals or clinics, now the tourism secretary says don't recreate.”",fake
"Italy “went against the WHO's ‘law’” against COVID-19 autopsies and “discovered covid is not a virus, but a bacterium” that “clots the blood and reduces the oxygen saturation.”",fake
"“Cases, numbers and deaths (of COVID-19) are going down all over the Country!”",real
The flu didn't kill any Americans this year.,fake
A photo shows three men on crosses who “feel like they’re being crucified by being required to stay at home.”,fake
"Says Michigan Gov. Gretchen Whitmer’s family spent May 20 at her second home, breaking her own stay-at-home orders.",fake
A photo shows Gov. Gretchen Whitmer “on Mackinaw Island today ignoring mask and social distancing rules.”,fake
"Nancy Pelosi said ""Congress shall not vote remotely because it is not secure!"" while also saying that “Americans should all vote for president by mail!”",fake
"“[U.S. Rep. Conor Lamb] said he would NOT vote for [Nancy Pelosi] for Speaker, and did.”",fake
